d1,d2
0.28520368962210474,1.7130247494011546
1.1121608262877165,4.804369456920927
-4.59233089986668,1.3520277724583103
1.2326703928367828,4.826521832954781
-2.570229625764717,0.4058840794192295
-3.1215367689164073,0.0032325881018408944
1.6729222180662784,4.7163540857794235
-3.8271903969336445,1.908397488716901
-4.132502255881631,2.482288847830231
4.774015475872649,1.131712861936114
3.728035581837939,3.378168556875076
3.5519435911568147,3.803738521847958
4.16404818025516,-3.6538540636957615
1.0232196647734855,4.71587487544537
2.2396702778477886,4.089682558241098
-3.0960201151459974,-1.2761924697199112
-4.286659567825469,-2.283714298824302
-3.2594929879882235,2.8957426828682697
-4.672790785814219,1.3479552072491752
-4.749906310506765,1.2031294578878213
1.3300175652049273,4.867644548945028
1.350305820308308,4.850678943185945
-3.358124454148203,3.390948125704456
-3.3693870731083706,3.3431811363890875
-3.299180381577808,-0.4053226735535959
-3.2572175963611523,3.390944401466918
-3.807128949124865,2.708814889546587
4.490420462163698,0.47400472023700246
3.579124517856348,2.2659423038622863
3.4902752883505,2.0066594906273165
3.7842599911365693,3.2145490241175025
3.797929106817998,3.4026839011438517
3.9554068822134156,-1.2807812546124542
3.6617892203304527,-2.9959490967772275
4.164845305622622,-2.2442234767171496
4.2632219107182365,-2.2273145518430835
4.004917008388352,-0.5394507773467822
3.119686374981149,-2.189909501496509
3.590363289555471,-0.1259107328405566
3.8555685302190006,1.3314114583289778
-2.2787734926902417,2.3524834929662948
-4.924401683939268,-1.7813119138804303
-3.75716261647414,-3.1859751467551787
2.7051458292978534,3.73104245466302
1.7597307182875144,4.389068286376256
-2.298471564498494,4.348020826753767
-2.295326168533457,4.366556301708677
-2.2699519939976884,4.363740833091551
-2.291256521119296,4.379496347790693
-2.3010945571315613,4.392943968185689
-2.39482679429926,3.5341867613288027
-4.661809327096435,-1.5060338451687558
-3.589348404106302,2.813085000849428
-3.603162136329391,2.7976039129954233
-3.2017557319135985,2.863045478140824
-3.17619469981043,2.8417878010042883
-4.6963941736422345,1.3361414016094701
-4.767692568011981,1.0962593795229378
-4.756639259717555,1.1582084349833413
1.3281500753365245,4.856044909331043
-3.472345989393985,3.3313097101196525
-3.4680320055482534,3.3314605738593284
-3.4739761271160203,3.3254240965191846
-4.126514005585234,2.2647114442771406
-3.1526625982686105,3.4385831184380447
-3.2046510634125203,3.431243966506719
-3.170513114838776,3.450171030118817
4.384590593889152,0.86142342082794
4.572874134423492,0.792893713184448
4.656123498133824,0.9942867315187583
4.821398106163215,1.0333676879295188
4.777382886339355,1.0425576056640986
4.808318826348976,1.040360208372008
4.7870251191229825,1.1456965873460563
-0.4012655336148571,-4.933675998516336
-0.4071145394007162,-4.926870268426636
2.870546048558132,2.621331747214896
3.7578480799489946,3.471939559469103
3.731154468574152,3.491691025224522
3.8169234868455177,3.4349733501845177
3.815228433264092,3.478376262908247
3.535731516858928,3.8280355133381656
3.5674560110169797,3.837126907381918
3.5169333037540906,3.7962998745526497
3.5320668014779906,3.7966158270716286
-1.877426166536958,4.072125080832252
3.159295694588625,-2.713331975970788
